Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-03-26,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-04-08,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-04-20,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-05-08,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-05-28,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-06-22,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-07-30,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-09-13,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-10-21,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-11-28,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-01-11,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-02-18,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-03-12,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-03-25,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-04-06,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-04-22,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-05-08,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-05-18,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-06-07,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-07-08,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-07-30,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-08-20,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.027312092,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-09-09,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.027270621,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1988-10-03,Unburn,3,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
